,DATE,TRADE DETAILS,TRADE DETAILS.18,Team_x,x_receieved,Team_y,y_receieved
77,"Feb. 6, 2013","Anaheim Ducks Acquire:Ben Lovejoy · $525,000$525,000$525,000Sum: $525,000$525,000$525,000Change: +$525,000Change: +$525,000Change: +$525,000","Pittsburgh Penguins Acquire:2014 5th round pick (ANA - #145 - Anthony Angello)Sum: $0$0$0Change: -$525,000Change: -$525,000Change: $0",Anaheim Ducks ,"Ben Lovejoy · $525,000$525,000$525,000Sum: $525,000$525,000$525,000Change: +$525,000Change: +$525,000Change: +$525,000",Pittsburgh Penguins ,"2014 5th round pick (ANA - #145 - Anthony Angello)Sum: $0$0$0Change: -$525,000Change: -$525,000Change: $0"
78,"Feb. 4, 2013","Minnesota Wild Acquire:Mike Rupp · $1,333,333$1,333,333$1,600,000Sum: $1,333,333$1,333,333$1,600,000Change: +$266,666Change: -$310,834Change: -$77,500","New York Rangers Acquire:Nick Palmieri · $0$577,500$577,500 (AHL/JR)Darroll Powe · $1,066,667$1,066,667$1,100,000Sum: $1,066,667$1,644,167$1,677,500Change: -$266,666Change: +$310,834Change: +$77,500",Minnesota Wild ,"Mike Rupp · $1,333,333$1,333,333$1,600,000Sum: $1,333,333$1,333,333$1,600,000Change: +$266,666Change: -$310,834Change: -$77,500",New York Rangers ,"Nick Palmieri · $0$577,500$577,500 (AHL/JR)Darroll Powe · $1,066,667$1,066,667$1,100,000Sum: $1,066,667$1,644,167$1,677,500Change: -$266,666Change: +$310,834Change: +$77,500"
79,"Jan. 31, 2013","Florida Panthers Acquire:Zach Hamill · $0$700,000$700,000 (AHL/JR)Sum: $0$700,000$700,000Change: $0Change: -$100,000Change: -$100,000","Washington Capitals Acquire:Casey Wellman · $0$800,000$800,000 (AHL/JR)Sum: $0$800,000$800,000Change: $0Change: +$100,000Change: +$100,000",Florida Panthers ,"Zach Hamill · $0$700,000$700,000 (AHL/JR)Sum: $0$700,000$700,000Change: $0Change: -$100,000Change: -$100,000",Washington Capitals ,"Casey Wellman · $0$800,000$800,000 (AHL/JR)Sum: $0$800,000$800,000Change: $0Change: +$100,000Change: +$100,000"
80,"Jan. 31, 2013",Chicago Blackhawks Acquire:Future ConsiderationsSum: $0$0$0Change: $0Change: $0Change: $0,Washington Capitals Acquire:Peter LeBlanc · $0$0$0Sum: $0$0$0Change: $0Change: $0Change: $0,Chicago Blackhawks ,Future ConsiderationsSum: $0$0$0Change: $0Change: $0Change: $0,Washington Capitals ,Peter LeBlanc · $0$0$0Sum: $0$0$0Change: $0Change: $0Change: $0
81,"Jan. 24, 2013","New York Rangers Acquire:Benn Ferriero · $0$700,000$700,000 (AHL/JR)Sum: $0$700,000$700,000Change: $0Change: +$700,000Change: +$700,000","Pittsburgh Penguins Acquire:Chad Kolarik · $0$0$0Sum: $0$0$0Change: $0Change: -$700,000Change: -$700,000",New York Rangers ,"Benn Ferriero · $0$700,000$700,000 (AHL/JR)Sum: $0$700,000$700,000Change: $0Change: +$700,000Change: +$700,000",Pittsburgh Penguins ,"Chad Kolarik · $0$0$0Sum: $0$0$0Change: $0Change: -$700,000Change: -$700,000"
82,"Jan. 24, 2013","Dallas Stars Acquire:Carl Sneep · $525,000$525,000$525,000Sum: $525,000$525,000$525,000Change: +$525,000Change: +$525,000Change: +$525,000","Pittsburgh Penguins Acquire:2013 7th round pick (DAL - #191 - Dominik Kubalik) [Conditional]**Conditions: Details unknown Result: Details not metSum: $0$0$0Change: -$525,000Change: -$525,000Change: $0",Dallas Stars ,"Carl Sneep · $525,000$525,000$525,000Sum: $525,000$525,000$525,000Change: +$525,000Change: +$525,000Change: +$525,000",Pittsburgh Penguins ,"2013 7th round pick (DAL - #191 - Dominik Kubalik) [Conditional]**Conditions: Details unknown Result: Details not metSum: $0$0$0Change: -$525,000Change: -$525,000Change: $0"
83,"Jan. 23, 2013","Calgary Flames Acquire:2013 7th round pick (OTT - #198 - John Gilmour)Sum: $0$0$0Change: -$862,500Change: -$862,500Change: $0","Chicago Blackhawks Acquire:Henrik Karlsson · $862,500$862,500$875,000Sum: $862,500$862,500$875,000Change: +$862,500Change: +$862,500Change: +$875,000",Calgary Flames ,"2013 7th round pick (OTT - #198 - John Gilmour)Sum: $0$0$0Change: -$862,500Change: -$862,500Change: $0",Chicago Blackhawks ,"Henrik Karlsson · $862,500$862,500$875,000Sum: $862,500$862,500$875,000Change: +$862,500Change: +$862,500Change: +$875,000"
84,"Jan. 16, 2013","New York Rangers Acquire:Brandon Mashinter · $0$550,000$550,000 (AHL/JR)Sum: $0$550,000$550,000Change: $0Change: +$550,000Change: +$550,000","San Jose Sharks Acquire:Tommy Grant · $0$0$02014 6th round pick (NYR - #179 - Ivan Nalimov)Sum: $0$0$0Change: $0Change: -$550,000Change: -$550,000",New York Rangers ,"Brandon Mashinter · $0$550,000$550,000 (AHL/JR)Sum: $0$550,000$550,000Change: $0Change: +$550,000Change: +$550,000",San Jose Sharks ,"Tommy Grant · $0$0$02014 6th round pick (NYR - #179 - Ivan Nalimov)Sum: $0$0$0Change: $0Change: -$550,000Change: -$550,000"
85,"Jan. 16, 2013","Arizona Coyotes Acquire:Matthew Lombardi ($1,500,000 retained - 42.9%) · $2,000,000$2,000,000$2,000,000Sum: $2,000,000$2,000,000$2,000,000Change: +$2,000,000Change: +$2,000,000Change: +$2,000,000","Toronto Maple Leafs Acquire:2014 4th round pick (ARI - #103 - J.J. Piccinich)Sum: $0$0$0Change: -$2,000,000Change: -$2,000,000Change: -$2,000,000",Arizona Coyotes ,"Matthew Lombardi ($1,500,000 retained - 42.9%) · $2,000,000$2,000,000$2,000,000Sum: $2,000,000$2,000,000$2,000,000Change: +$2,000,000Change: +$2,000,000Change: +$2,000,000",Toronto Maple Leafs ,"2014 4th round pick (ARI - #103 - J.J. Piccinich)Sum: $0$0$0Change: -$2,000,000Change: -$2,000,000Change: -$2,000,000"
86,"Jan. 14, 2013",Florida Panthers Acquire:Brendon Nash · $0$0$0Sum: $0$0$0Change: $0Change: $0Change: $0,Montreal Canadiens Acquire:Jason DeSantis · $0$0$0Sum: $0$0$0Change: $0Change: $0Change: $0,Florida Panthers ,Brendon Nash · $0$0$0Sum: $0$0$0Change: $0Change: $0Change: $0,Montreal Canadiens ,Jason DeSantis · $0$0$0Sum: $0$0$0Change: $0Change: $0Change: $0
87,"Jan. 14, 2013","Dallas Stars Acquire:2013 3rd round pick (EDM - #68 - Niklas Hansson)Sum: $0$0$0Change: -$1,475,000Change: -$1,475,000Change: $0","Edmonton Oilers Acquire:Mark Fistric · $1,475,000$1,475,000$1,475,000Sum: $1,475,000$1,475,000$1,475,000Change: +$1,475,000Change: +$1,475,000Change: +$1,475,000",Dallas Stars ,"2013 3rd round pick (EDM - #68 - Niklas Hansson)Sum: $0$0$0Change: -$1,475,000Change: -$1,475,000Change: $0",Edmonton Oilers ,"Mark Fistric · $1,475,000$1,475,000$1,475,000Sum: $1,475,000$1,475,000$1,475,000Change: +$1,475,000Change: +$1,475,000Change: +$1,475,000"
88,"Jan. 13, 2013",Carolina Hurricanes Acquire:Luke Pither · $0$0$0Sum: $0$0$0Change: $0Change: $0Change: $0,Philadelphia Flyers Acquire:Mark Alt · $0$0$0Brian Boucher · $0$0$0Sum: $0$0$0Change: $0Change: $0Change: $0,Carolina Hurricanes ,Luke Pither · $0$0$0Sum: $0$0$0Change: $0Change: $0Change: $0,Philadelphia Flyers ,Mark Alt · $0$0$0Brian Boucher · $0$0$0Sum: $0$0$0Change: $0Change: $0Change: $0
89,"Jan. 13, 2013","Carolina Hurricanes Acquire:Kevin Westgarth · $725,000$725,000$700,000Sum: $725,000$725,000$700,000Change: -$175,000Change: -$175,000Change: +$700,000","Los Angeles Kings Acquire:Anthony Stewart · $900,000$900,000$1,000,0002014 6th round pick (CAR - #157 - Jake Marchment)2013 4th round pick (CAR - #96 - Kyle Platzer)Sum: $900,000$900,000$1,000,000Change: +$175,000Change: +$175,000Change: +$1,000,000",Carolina Hurricanes ,"Kevin Westgarth · $725,000$725,000$700,000Sum: $725,000$725,000$700,000Change: -$175,000Change: -$175,000Change: +$700,000",Los Angeles Kings ,"Anthony Stewart · $900,000$900,000$1,000,0002014 6th round pick (CAR - #157 - Jake Marchment)2013 4th round pick (CAR - #96 - Kyle Platzer)Sum: $900,000$900,000$1,000,000Change: +$175,000Change: +$175,000Change: +$1,000,000"
90,"Jul. 23, 2012","Columbus Blue Jackets Acquire:Tim Erixon · $0$900,000$900,000Artem Anisimov · $1,875,000$1,875,000$1,875,000Brandon Dubinsky · $4,200,000$4,200,000$3,750,0002013 1st round pick (NYR - #19 - Kerby Rychel)Sum: $6,075,000$6,975,000$6,525,000Change: -$1,725,000Change: -$1,410,000Change: +$6,525,000","New York Rangers Acquire:Rick Nash · $7,800,000$7,800,000$7,600,000Steven Delisle · $0$585,000$600,000 (AHL/JR)2013 3rd round pick (CBJ - #75 - Pavel Buchnevich)Sum: $7,800,000$8,385,000$8,200,000Change: +$1,725,000Change: +$1,410,000Change: +$8,200,000",Columbus Blue Jackets ,"Tim Erixon · $0$900,000$900,000Artem Anisimov · $1,875,000$1,875,000$1,875,000Brandon Dubinsky · $4,200,000$4,200,000$3,750,0002013 1st round pick (NYR - #19 - Kerby Rychel)Sum: $6,075,000$6,975,000$6,525,000Change: -$1,725,000Change: -$1,410,000Change: +$6,525,000",New York Rangers ,"Rick Nash · $7,800,000$7,800,000$7,600,000Steven Delisle · $0$585,000$600,000 (AHL/JR)2013 3rd round pick (CBJ - #75 - Pavel Buchnevich)Sum: $7,800,000$8,385,000$8,200,000Change: +$1,725,000Change: +$1,410,000Change: +$8,200,000"
91,"Jul. 20, 2012","Florida Panthers Acquire:Casey Wellman · $0$800,000$800,000 (AHL/JR)Sum: $0$800,000$800,000Change: $0Change: +$800,000Change: +$800,000","New York Rangers Acquire:2014 5th round pick (FLA - #122 - Richard Nejezchleb)Sum: $0$0$0Change: $0Change: -$800,000Change: $0",Florida Panthers ,"Casey Wellman · $0$800,000$800,000 (AHL/JR)Sum: $0$800,000$800,000Change: $0Change: +$800,000Change: +$800,000",New York Rangers ,"2014 5th round pick (FLA - #122 - Richard Nejezchleb)Sum: $0$0$0Change: $0Change: -$800,000Change: $0"
92,"Jul. 10, 2012","St. Louis Blues Acquire:2014 4th round pick (TBL - #110 - Austin Poganski)2013 4th round pick (TBL - #94 - Jackson Houck)Sum: $0$0$0Change: -$1,000,000Change: -$1,000,000Change: $0","Tampa Bay Lightning Acquire:B.J. Crombeen · $1,000,000$1,000,000$1,050,0002014 5th round pick (STL - #142 - Tyler Nanne)Sum: $1,000,000$1,000,000$1,050,000Change: +$1,000,000Change: +$1,000,000Change: +$1,050,000",St. Louis Blues ,"2014 4th round pick (TBL - #110 - Austin Poganski)2013 4th round pick (TBL - #94 - Jackson Houck)Sum: $0$0$0Change: -$1,000,000Change: -$1,000,000Change: $0",Tampa Bay Lightning ,"B.J. Crombeen · $1,000,000$1,000,000$1,050,0002014 5th round pick (STL - #142 - Tyler Nanne)Sum: $1,000,000$1,000,000$1,050,000Change: +$1,000,000Change: +$1,000,000Change: +$1,050,000"
93,"Jul. 2, 2012","Buffalo Sabres Acquire:Adam Pardy · $2,000,000$2,000,000$2,000,000Steve Ott · $2,950,000$2,950,000$3,200,000Sum: $4,950,000$4,950,000$5,200,000Change: +$950,000Change: +$950,000Change: -$300,000","Dallas Stars Acquire:Derek Roy · $4,000,000$4,000,000$5,500,000Sum: $4,000,000$4,000,000$5,500,000Change: -$950,000Change: -$950,000Change: +$300,000",Buffalo Sabres ,"Adam Pardy · $2,000,000$2,000,000$2,000,000Steve Ott · $2,950,000$2,950,000$3,200,000Sum: $4,950,000$4,950,000$5,200,000Change: +$950,000Change: +$950,000Change: -$300,000",Dallas Stars ,"Derek Roy · $4,000,000$4,000,000$5,500,000Sum: $4,000,000$4,000,000$5,500,000Change: -$950,000Change: -$950,000Change: +$300,000"
94,"Jul. 1, 2012","Columbus Blue Jackets Acquire:Nick Foligno · $3,083,333$3,083,333$2,500,000Sum: $3,083,333$3,083,333$2,500,000Change: +$83,333Change: +$83,333Change: +$2,500,000","Ottawa Senators Acquire:Marc Methot · $3,000,000$3,000,000$2,750,000Sum: $3,000,000$3,000,000$2,750,000Change: -$83,333Change: -$83,333Change: +$2,750,000",Columbus Blue Jackets ,"Nick Foligno · $3,083,333$3,083,333$2,500,000Sum: $3,083,333$3,083,333$2,500,000Change: +$83,333Change: +$83,333Change: +$2,500,000",Ottawa Senators ,"Marc Methot · $3,000,000$3,000,000$2,750,000Sum: $3,000,000$3,000,000$2,750,000Change: -$83,333Change: -$83,333Change: +$2,750,000"
